Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
11112,3,3,7,6,28/9/2019
11112,3,4,9,5,12/6/2019
10542,9,10,7,10,2/12/2019
10263,2,8,8,6,23/12/2019
10263,2,10,7,5,18/9/2019
10263,4,8,7,7,16/6/2019
10263,5,6,8,6,16/3/2019
9367,2,2,10,4,2/12/2019
9367,7,6,7,6,22/9/2019
9367,7,7,6,8,14/6/2019
9367,9,7,4,5,22/3/2019
6222,9,7,9,9,9/12/2019
6222,10,8,8,8,18/9/2019
6222,9,7,6,6,17/6/2019
6222,10,5,5,4,11/3/2019
5344,7,6,3,4,14/12/2019
5344,6,8,3,6,7/9/2019
5344,5,6,8,8,19/6/2019
5344,6,6,7,8,29/3/2019
3943,9,7,10,10,22/12/2019
3943,7,6,10,7,15/9/2019
3943,6,8,9,7,22/6/2019
3875,3,2,6,3,5/12/2019
5057,10,7,2,5,30/12/2019
5057,10,7,4,5,13/9/2019
5057,9,7,4,5,2/6/2019
5057,10,9,6,7,5/3/2019
2400,5,9,3,3,19/12/2019
2400,5,9,4,5,4/9/2019
2400,6,10,2,5,30/6/2019
2400,8,10,2,6,21/3/2019
1910,8,9,10,7,24/12/2019
1910,4,6,1,3,8/9/2019
1910,2,5,1,2,1/6/2019
1910,4,6,1,5,5/3/2019
12373,5,1,7,5,23/12/2019
12373,3,1,5,5,13/9/2019
12373,3,1,3,1,11/6/2019
12373,1,2,5,4,20/3/2019
2808,6,3,8,6,15/12/2019
2808,5,5,7,4,8/9/2019
2808,7,5,7,5,22/6/2019
2808,7,5,7,6,29/3/2019
6792,7,6,6,7,3/12/2019
6792,8,7,4,4,22/9/2019
6792,8,7,3,5,4/6/2019
6792,10,9,2,6,19/3/2019
8879,2,7,10,6,13/12/2019
8879,7,6,6,7,21/9/2019
8879,7,10,3,4,26/6/2019
8879,1,5,8,5,23/3/2019
4923,9,9,5,9,10/12/2019
4923,3,6,1,4,10/9/2019
4923,3,8,1,5,7/6/2019
4923,5,7,2,5,2/3/2019
2708,3,8,10,6,24/12/2019
2708,3,6,9,5,30/9/2019
2708,3,3,1,1,17/6/2019
2708,1,2,1,1,11/3/2019
5261,9,6,10,10,7/12/2019
5261,7,8,10,9,8/9/2019
5261,8,9,10,8,20/6/2019
5261,10,10,9,9,6/3/2019
5278,7,10,8,6,26/12/2019
5278,8,10,6,7,19/9/2019
5278,8,9,5,5,28/6/2019
5278,9,10,6,9,6/3/2019
7178,8,2,6,6,23/12/2019
7178,6,4,7,7,30/9/2019
7178,8,2,5,6,10/6/2019
1164,3,10,7,6,28/12/2019
1164,5,10,9,10,28/9/2019
1164,3,10,7,6,21/6/2019
8286,9,5,5,7,29/12/2019
8286,9,5,7,8,16/9/2019
8286,9,7,8,9,20/6/2019
8286,9,9,9,10,24/3/2019
6813,3,3,10,7,8/12/2019
6813,1,5,10,4,15/9/2019
6813,3,6,10,6,19/6/2019
6813,2,5,10,3,18/3/2019
10631,7,2,6,7,21/12/2019
10394,4,10,5,5,16/12/2019
10394,6,9,5,6,28/9/2019
10394,5,10,3,6,30/6/2019
10394,9,8,7,10,13/3/2019
11517,10,2,2,3,11/12/2019
11517,10,4,2,3,16/9/2019
11517,10,6,1,3,7/6/2019
11517,10,5,1,3,10/3/2019
8333,5,8,3,5,14/12/2019
8333,7,8,6,8,5/9/2019
6750,8,1,7,6,5/12/2019
6750,2,5,6,5,25/9/2019
6750,2,3,8,4,22/6/2019
6750,3,2,10,5,2/3/2019
6393,2,4,6,2,6/12/2019
6393,4,6,4,5,4/9/2019
6393,3,8,5,5,19/6/2019
2456,9,9,8,8,24/12/2019
2456,10,7,10,10,17/9/2019
2456,10,9,9,10,25/6/2019
2456,8,10,10,9,9/3/2019
8749,10,9,4,5,5/12/2019
8749,10,10,6,9,12/9/2019
8749,8,8,6,7,17/6/2019
8749,8,7,7,8,2/3/2019
4670,5,4,1,1,22/12/2019
4670,3,4,1,2,24/9/2019
4670,4,6,1,1,24/6/2019
4670,4,4,2,1,19/3/2019
2295,7,2,3,5,6/12/2019
2295,8,4,3,5,4/9/2019
2295,8,2,2,5,7/6/2019
10809,2,8,1,3,16/12/2019
10809,2,8,1,1,9/9/2019
10809,1,10,1,4,26/6/2019
10809,1,8,2,5,15/3/2019
7562,3,1,7,5,19/12/2019
7562,2,1,6,4,17/9/2019
7562,2,1,8,4,17/6/2019
7562,1,3,6,5,1/3/2019
1227,3,3,6,5,6/12/2019
1227,3,4,6,4,5/9/2019
1227,4,5,4,2,8/6/2019
1227,5,7,5,4,19/3/2019
500,10,5,6,5,23/12/2019
500,9,7,7,5,1/9/2019
500,1,7,4,5,8/6/2019
500,1,7,3,5,27/3/2019
5332,5,2,7,6,8/12/2019
5332,6,2,7,4,21/9/2019
5332,4,3,8,3,30/6/2019
5332,5,2,8,7,31/3/2019
11648,6,1,2,1,10/12/2019
11648,6,1,1,1,4/9/2019
11648,4,2,1,4,12/6/2019
11648,6,4,1,5,27/3/2019
10472,5,7,6,6,30/12/2019
10472,3,4,8,4,3/9/2019
10472,3,3,8,6,9/6/2019
10472,1,3,9,5,28/3/2019
9363,1,10,8,4,27/12/2019
9363,1,9,6,6,24/9/2019
9363,1,10,7,6,18/6/2019
9363,3,10,7,4,5/3/2019
2630,5,7,10,6,20/12/2019
2630,5,9,10,7,4/9/2019
2630,6,9,10,7,20/6/2019
2630,5,9,10,7,3/3/2019
12020,4,7,8,4,9/12/2019
12020,3,7,10,4,25/9/2019
12020,2,8,10,7,22/6/2019
12020,3,9,10,8,28/3/2019
7556,5,8,6,8,1/12/2019
7556,3,9,3,6,20/9/2019
7556,4,8,2,6,1/6/2019
7556,7,4,10,8,7/3/2019
10531,8,6,1,5,20/12/2019
9380,4,7,8,8,29/12/2019
9380,2,8,10,7,19/9/2019
9380,4,10,9,5,23/6/2019
9380,3,8,9,8,15/3/2019
6282,5,3,1,4,18/12/2019
6282,5,2,1,1,14/9/2019
6282,5,1,1,2,18/6/2019
6282,5,2,1,4,22/3/2019
9497,6,10,1,7,9/12/2019
9497,7,10,1,8,17/9/2019
9497,3,5,7,3,7/6/2019
6610,3,10,10,8,23/12/2019
6610,2,8,10,4,29/9/2019
6610,4,3,8,3,14/6/2019
6610,5,3,6,4,20/3/2019
8717,6,6,3,6,15/12/2019
8717,8,7,4,5,7/9/2019
8717,10,8,4,7,27/6/2019
8717,7,10,7,6,22/3/2019
5574,6,10,3,5,2/12/2019
5574,8,10,1,7,9/9/2019
5574,8,6,8,5,30/6/2019
5608,3,10,7,8,24/12/2019
5608,5,10,6,9,5/9/2019
5608,7,8,8,7,1/6/2019
9204,6,3,9,8,15/12/2019
9719,6,9,7,8,26/12/2019
9719,5,8,7,5,12/9/2019
9719,4,9,6,4,1/6/2019
9719,5,10,5,6,4/3/2019
5373,6,8,9,7,4/12/2019
5373,7,7,10,7,25/9/2019
5373,6,7,10,9,8/6/2019
5373,4,6,9,6,22/3/2019
11060,5,7,5,4,31/12/2019
11060,7,7,3,5,28/9/2019
11060,4,10,4,6,26/6/2019
11060,4,9,2,7,26/3/2019
8033,4,8,9,6,10/12/2019
8033,2,8,9,4,14/9/2019
8033,3,9,10,5,21/6/2019
8033,4,8,9,8,18/3/2019
512,6,6,6,7,26/12/2019
512,4,8,7,8,14/9/2019
512,3,7,7,7,27/6/2019
512,4,8,5,5,18/3/2019
7545,4,8,2,3,21/12/2019
7545,1,7,7,4,4/9/2019
7545,1,5,6,4,8/6/2019
7545,1,6,5,3,31/3/2019
1458,5,5,9,4,17/12/2019
1458,4,4,10,6,22/9/2019
1458,2,5,8,7,2/6/2019
1458,4,5,7,7,17/3/2019
1704,2,6,9,6,30/12/2019
3279,3,10,3,3,29/12/2019
3279,3,7,10,6,16/9/2019
3279,3,6,2,5,11/6/2019
9890,3,9,6,7,2/12/2019
9890,2,3,6,2,20/9/2019
2045,3,9,7,6,10/12/2019
2045,2,8,6,5,23/9/2019
2045,2,9,4,5,18/6/2019
2045,2,7,4,3,24/3/2019
2181,9,4,7,7,18/12/2019
2181,2,6,2,4,22/9/2019
2181,3,8,3,6,29/6/2019
2181,4,7,5,6,29/3/2019
5472,6,10,8,7,28/12/2019
5472,8,10,9,8,15/9/2019
5472,7,10,7,10,8/6/2019
5472,6,10,7,7,7/3/2019
6004,6,5,3,4,8/12/2019
6004,8,4,2,4,5/9/2019
6004,9,6,4,8,22/6/2019
6004,7,8,4,4,26/3/2019
1629,7,3,2,2,18/12/2019
1629,5,1,2,3,3/9/2019
1629,6,1,1,1,22/6/2019
4823,9,2,6,4,15/12/2019
4637,4,3,9,5,4/12/2019
4637,1,7,8,6,28/9/2019
4637,1,5,7,3,1/6/2019
4637,1,7,8,4,4/3/2019
11574,6,8,7,7,2/12/2019
11574,6,10,6,7,23/9/2019
11574,2,10,8,6,28/6/2019
10031,8,3,9,4,22/12/2019
10031,2,9,7,8,14/9/2019
5955,4,4,10,5,4/12/2019
5955,6,3,10,4,23/9/2019
5955,8,2,10,6,20/6/2019
5955,10,8,3,7,2/3/2019
7874,5,5,9,6,3/12/2019
3405,6,6,9,5,9/12/2019
3405,5,6,10,8,24/9/2019
3405,7,8,10,6,28/6/2019
3405,9,10,8,7,15/3/2019
11433,10,9,9,9,14/12/2019
11433,10,10,10,8,28/9/2019
11433,10,10,10,10,28/6/2019
11433,9,8,9,8,28/3/2019
11072,3,8,9,5,17/12/2019
11072,5,3,10,4,22/9/2019
11072,5,1,9,4,5/6/2019
11072,6,1,9,6,30/3/2019
1859,3,6,2,1,11/12/2019
1859,1,8,4,3,21/9/2019
125,6,1,1,1,8/12/2019
3442,4,7,8,7,15/12/2019
7419,2,6,3,5,9/12/2019
7419,3,5,3,2,13/9/2019
7419,5,6,3,3,30/6/2019
7419,3,8,1,6,21/3/2019
8046,8,7,8,7,10/12/2019
8046,8,9,6,5,27/9/2019
8046,8,9,5,6,26/6/2019
938,6,6,10,5,26/12/2019
938,6,5,10,7,12/9/2019
938,5,5,9,7,21/6/2019
938,5,3,10,7,5/3/2019
12331,3,10,3,3,26/12/2019
12331,4,8,4,5,12/9/2019
12331,3,10,4,3,7/6/2019
10155,6,7,6,8,13/12/2019
10155,8,5,7,5,13/9/2019
10155,9,7,8,8,13/6/2019
10155,8,6,10,7,31/3/2019
11369,7,8,4,7,21/12/2019
11369,8,10,5,7,2/9/2019
11369,8,9,3,5,27/6/2019
11369,10,10,4,6,23/3/2019
4650,5,7,10,9,2/12/2019
4650,4,6,10,8,30/9/2019
4650,6,6,10,7,1/6/2019
4650,6,8,8,6,27/3/2019
835,2,4,7,4,25/12/2019
835,1,6,5,5,24/9/2019
835,1,7,5,2,5/6/2019
835,3,8,7,8,6/3/2019
1500,10,5,7,5,9/12/2019
1500,10,5,9,8,29/9/2019
1500,10,5,7,8,4/6/2019
1500,10,4,7,5,1/3/2019
2348,5,3,8,3,2/12/2019
2348,5,3,9,7,10/9/2019
12087,2,10,7,7,27/12/2019
12087,3,8,9,7,14/9/2019
12087,4,9,7,7,27/6/2019
12087,10,8,6,8,22/3/2019
10871,3,9,3,6,17/12/2019
10871,3,10,3,4,20/9/2019
10871,2,10,8,6,27/6/2019
10871,1,10,8,5,11/3/2019
10333,2,7,3,5,8/12/2019
10333,1,7,4,6,3/9/2019
10333,2,9,3,5,26/6/2019
10333,2,10,2,2,19/3/2019
3223,5,8,8,8,8/12/2019
3223,7,9,6,5,3/9/2019
3223,5,7,6,6,15/6/2019
3223,3,9,4,3,12/3/2019
2494,5,7,9,8,27/12/2019
2494,3,6,10,6,20/9/2019
2494,1,5,10,4,28/6/2019
2494,1,5,9,6,27/3/2019
1708,9,7,3,4,2/12/2019
1708,7,9,1,7,14/9/2019
1708,3,8,3,2,20/6/2019
1708,2,7,3,2,2/3/2019
10864,5,6,1,2,18/12/2019
10864,2,9,7,8,5/9/2019
10864,5,9,6,4,17/6/2019
10864,4,10,3,5,9/3/2019
9603,3,10,1,3,27/12/2019
9603,5,8,1,5,3/9/2019
9603,7,7,3,7,10/6/2019
9658,5,2,7,4,15/12/2019
9658,6,3,5,3,8/9/2019
9658,7,1,5,3,4/6/2019
9658,9,1,4,5,22/3/2019
3318,8,8,6,7,14/12/2019
3318,10,9,8,8,1/9/2019
3318,9,10,9,10,10/6/2019
3318,7,10,8,9,2/3/2019
4622,4,7,6,5,7/12/2019
4622,8,6,1,7,29/9/2019
1506,9,1,6,7,10/12/2019
1506,10,1,6,3,29/9/2019
1506,2,7,9,8,8/6/2019
11531,4,7,8,4,13/12/2019
11531,3,6,10,5,10/9/2019
11531,3,6,9,8,2/6/2019
11531,8,6,10,9,2/3/2019
8804,6,1,10,4,9/12/2019
8804,6,1,10,5,2/9/2019
8804,5,1,10,5,16/6/2019
8804,7,3,10,4,13/3/2019
5893,7,6,5,5,10/12/2019
5893,7,7,5,7,30/9/2019
5893,8,7,5,8,12/6/2019
5893,10,6,3,4,2/3/2019
11360,8,8,1,5,25/12/2019
1662,1,9,9,6,7/12/2019
1662,1,9,9,5,25/9/2019
1662,1,8,8,5,19/6/2019
1662,2,7,8,7,18/3/2019
10027,6,7,3,3,24/12/2019
10027,4,7,2,5,8/9/2019
10027,4,7,4,6,23/6/2019
10027,2,6,4,2,2/3/2019
6439,2,9,7,6,12/12/2019
6439,1,7,6,6,24/9/2019
6439,1,8,8,6,9/6/2019
6439,2,10,7,5,3/3/2019
9112,6,9,4,6,29/12/2019
1614,4,1,5,5,18/12/2019
1614,4,1,7,6,8/9/2019
1614,2,2,7,4,25/6/2019
1614,9,6,10,9,6/3/2019
1927,5,5,7,7,10/12/2019
1927,6,9,10,10,7/9/2019
10686,3,9,3,3,31/12/2019
10686,3,10,1,5,18/9/2019
10686,6,3,8,6,19/6/2019
10686,7,2,9,4,17/3/2019
6537,3,6,3,4,10/12/2019
6537,2,6,4,4,22/9/2019
6537,3,6,6,3,15/6/2019
6537,3,5,7,3,12/3/2019
468,3,6,8,6,1/12/2019
468,1,8,8,5,27/9/2019
468,1,3,8,4,20/6/2019
468,3,1,10,3,5/3/2019
9459,8,8,6,8,28/12/2019
7563,6,6,8,5,1/12/2019
7563,4,9,6,5,4/9/2019
7563,3,10,7,4,22/6/2019
7563,5,10,5,6,5/3/2019
788,4,7,10,9,23/12/2019
788,4,9,10,6,10/9/2019
788,8,9,3,5,5/6/2019
7925,5,7,5,5,10/12/2019
7925,5,8,4,3,4/9/2019
7925,1,10,2,6,17/6/2019
7925,2,10,3,6,13/3/2019
10912,2,10,8,8,29/12/2019
10912,9,10,9,7,19/9/2019
10912,10,10,8,10,2/6/2019
12080,7,7,4,4,4/12/2019
12080,4,7,5,3,9/9/2019
12080,6,9,6,8,29/6/2019
12080,3,7,8,7,28/3/2019
12335,4,8,3,4,16/12/2019
12335,5,9,4,5,8/9/2019
12335,3,7,3,2,19/6/2019
58,7,10,5,9,10/12/2019
58,5,10,4,6,13/9/2019
58,3,9,2,6,26/6/2019
58,5,10,8,8,18/3/2019
1713,10,10,9,10,20/12/2019
1713,9,8,9,6,30/9/2019
1713,10,10,10,9,24/6/2019
1713,10,8,10,9,21/3/2019
10385,6,1,9,5,10/12/2019
10385,6,3,10,6,26/9/2019
10385,7,4,10,9,20/6/2019
10385,8,2,10,6,25/3/2019
7592,10,10,7,9,10/12/2019
7592,10,10,9,10,23/9/2019
7592,5,6,6,3,24/6/2019
7592,6,7,5,4,23/3/2019
10134,9,6,9,8,10/12/2019
2917,9,8,9,10,8/12/2019
2917,9,6,8,9,12/9/2019
2917,8,7,6,8,25/6/2019
2917,10,6,5,6,14/3/2019
11304,3,1,10,5,17/12/2019
11304,5,1,9,4,11/9/2019
11304,5,1,9,6,25/6/2019
11304,7,1,8,6,13/3/2019
4961,2,5,2,1,1/12/2019
4961,2,3,3,3,21/9/2019
4961,3,1,5,2,24/6/2019
4961,3,2,6,2,17/3/2019
9902,6,7,7,7,20/12/2019
9902,6,8,8,6,8/9/2019
9902,7,6,6,4,8/6/2019
1255,8,7,8,9,30/12/2019
1255,5,7,7,8,20/9/2019
1255,3,7,7,6,23/6/2019
1255,4,5,9,5,5/3/2019
1284,7,9,7,7,19/12/2019
11067,1,8,2,1,15/12/2019
11067,3,7,2,6,26/9/2019
11067,4,9,1,4,7/6/2019
11067,4,7,2,5,25/3/2019
12204,6,10,2,6,11/12/2019
12204,6,10,1,3,19/9/2019
12204,6,10,2,5,16/6/2019
12204,5,10,3,6,19/3/2019
4647,8,10,5,5,28/12/2019
4647,9,4,6,6,22/9/2019
4647,10,4,8,7,12/6/2019
4647,8,3,10,9,30/3/2019
5307,8,3,6,4,27/12/2019
5307,10,4,8,5,29/9/2019
7207,6,9,8,6,4/12/2019
7207,4,9,4,7,3/9/2019
7207,5,10,5,6,18/6/2019
7207,6,10,3,7,23/3/2019
2758,10,6,9,8,27/12/2019
2758,4,7,7,8,8/9/2019
864,9,9,1,4,30/12/2019
864,10,7,1,8,1/9/2019
864,10,8,3,8,6/6/2019
1566,1,10,9,7,21/12/2019
1566,3,10,7,4,5/9/2019
1566,5,10,7,5,25/6/2019
5238,3,7,4,6,4/12/2019
5238,3,8,6,5,14/9/2019
5238,1,8,7,3,17/6/2019
5238,1,9,5,5,2/3/2019
2049,5,6,9,7,22/12/2019
2049,6,4,7,7,8/9/2019
2049,7,4,9,7,25/6/2019
2049,3,6,4,6,10/3/2019
12214,10,9,10,10,14/12/2019
12214,10,8,8,8,12/9/2019
12214,10,7,10,8,1/6/2019
12214,10,4,10,6,23/3/2019
4630,6,7,10,7,16/12/2019
4630,5,5,10,6,20/9/2019
4630,3,2,10,6,23/6/2019
1751,5,4,8,5,24/12/2019
1751,8,1,9,4,21/9/2019
1751,7,1,9,3,18/6/2019
1751,9,1,9,4,8/3/2019
2093,6,8,6,8,27/12/2019
2093,5,6,8,4,10/9/2019
2093,4,8,9,8,28/6/2019
2093,2,7,10,6,27/3/2019
12258,8,10,6,9,17/12/2019
12258,6,9,7,9,21/9/2019
12258,5,10,8,9,14/6/2019
9023,10,3,1,6,21/12/2019
9023,8,5,3,5,7/9/2019
9023,10,6,4,7,4/6/2019
9023,10,6,6,5,15/3/2019
7100,10,6,6,6,8/12/2019
7100,10,6,5,9,6/9/2019
7100,10,5,7,8,12/6/2019
10321,3,10,3,5,2/12/2019
10321,2,9,4,6,18/9/2019
10321,2,10,3,5,13/6/2019
10321,2,7,2,2,12/3/2019
4004,4,7,7,8,26/12/2019
4004,2,9,9,6,28/9/2019
4004,3,2,8,5,26/6/2019
4004,3,2,1,3,22/3/2019
12012,7,8,9,8,15/12/2019
12012,8,7,10,10,19/9/2019
12012,8,5,9,7,25/6/2019
12012,6,4,10,4,23/3/2019
10761,5,6,7,6,12/12/2019
10761,4,4,7,5,12/9/2019
10761,5,5,7,7,3/6/2019
10761,3,6,6,5,26/3/2019
2369,8,2,9,6,11/12/2019
2369,6,1,8,4,7/9/2019
2369,7,2,10,8,6/6/2019
2369,8,3,10,5,10/3/2019
3877,8,7,9,8,29/12/2019
3877,6,8,7,8,13/9/2019
3877,8,10,9,10,18/6/2019
3877,10,10,8,10,1/3/2019
8969,2,5,9,4,4/12/2019
8969,1,3,8,2,11/9/2019
8969,1,4,9,6,5/6/2019
8969,8,7,3,8,8/3/2019
11183,6,3,7,3,26/12/2019
11183,5,4,6,7,28/9/2019
11183,3,2,5,2,6/6/2019
8890,3,4,2,3,26/12/2019
1148,3,9,10,8,8/12/2019
7223,3,8,9,7,6/12/2019
7223,3,9,10,9,4/9/2019
6363,8,9,8,6,23/12/2019
6363,10,8,8,6,12/9/2019
6363,10,9,9,9,22/6/2019
6363,9,7,10,9,8/3/2019
3599,3,6,1,3,20/12/2019
3599,4,8,1,5,16/9/2019
3599,4,10,3,3,25/6/2019
657,5,6,7,7,18/12/2019
657,10,6,10,6,9/9/2019
12353,9,9,2,8,15/12/2019
10253,4,10,7,7,12/12/2019
10253,5,8,7,7,4/9/2019
10253,6,5,7,7,18/6/2019
10253,8,5,6,7,22/3/2019
4517,2,7,5,5,7/12/2019
4517,1,7,7,3,16/9/2019
4517,1,8,5,2,20/6/2019
4517,8,3,8,6,17/3/2019
136,8,9,5,5,31/12/2019
3532,4,1,7,3,19/12/2019
3532,6,2,7,5,9/9/2019
3532,4,1,8,2,22/6/2019
3532,8,8,8,7,21/3/2019
10997,4,7,8,7,29/12/2019
10997,3,6,7,5,6/9/2019
10997,1,4,9,2,5/6/2019
10997,1,2,10,4,17/3/2019
2930,8,1,10,5,28/12/2019
2930,9,1,10,7,21/9/2019
1769,8,6,9,9,1/12/2019
1769,7,4,8,8,23/9/2019
1769,9,3,9,5,20/6/2019
1769,9,5,10,6,22/3/2019
7642,2,9,6,7,31/12/2019
7642,1,9,5,5,29/9/2019
7642,2,9,6,3,11/6/2019
7642,1,8,4,2,12/3/2019
10416,5,9,3,3,12/12/2019
10416,5,10,1,4,19/9/2019
10416,7,10,3,4,14/6/2019
10416,8,10,1,8,15/3/2019
9898,9,2,7,8,18/12/2019
9898,10,1,5,7,23/9/2019
9898,8,2,7,5,26/6/2019
1673,7,6,9,8,9/12/2019
1673,6,6,10,5,1/9/2019
1673,9,5,3,3,28/6/2019
9452,9,8,3,5,14/12/2019
9452,4,6,2,4,4/9/2019
9452,10,8,9,10,28/6/2019
6941,2,5,9,4,3/12/2019
6941,1,6,9,3,11/9/2019
6941,1,6,8,4,23/6/2019
6941,3,6,6,6,22/3/2019
2374,8,6,1,4,13/12/2019
2374,6,6,3,3,5/9/2019
2374,7,4,3,5,4/6/2019
2374,8,4,1,3,28/3/2019
11019,4,6,10,8,14/12/2019
11019,3,4,8,5,4/9/2019
8334,5,2,2,4,15/12/2019
8334,3,4,1,3,4/9/2019
8334,4,3,3,2,14/6/2019
1726,10,7,3,6,1/12/2019
1726,10,6,3,6,15/9/2019
1726,8,6,4,8,24/6/2019
11455,1,8,6,5,11/12/2019
11455,1,7,4,4,10/9/2019
11754,5,7,4,7,9/12/2019
11754,6,7,2,3,11/9/2019
11754,6,7,1,6,3/6/2019
11754,4,6,3,6,23/3/2019
3170,2,10,2,3,14/12/2019
3170,10,10,7,8,25/9/2019
6419,6,6,6,8,10/12/2019
6419,6,4,5,7,17/9/2019
6419,6,3,7,7,29/6/2019
6419,10,1,8,8,31/3/2019
8517,5,6,10,5,5/12/2019
8517,8,6,10,9,21/9/2019
8517,7,4,10,8,25/6/2019
8517,9,4,10,6,25/3/2019
3059,2,7,3,3,1/12/2019
3059,3,5,5,5,3/9/2019
3059,2,7,7,7,15/6/2019
8684,4,9,3,4,8/12/2019
8684,7,6,7,8,28/9/2019
8765,3,7,8,5,23/12/2019
3198,2,10,3,3,13/12/2019
3198,1,9,1,3,8/9/2019
3198,3,10,7,4,25/6/2019
3198,4,8,7,8,3/3/2019
2465,5,3,4,5,16/12/2019
2465,5,3,6,4,10/9/2019
8126,8,8,5,7,10/12/2019
8126,9,7,4,8,28/9/2019
8126,3,8,6,5,2/6/2019
5674,8,8,2,6,3/12/2019
5674,7,8,1,7,21/9/2019
5674,7,10,1,6,21/6/2019
11569,3,9,3,5,17/12/2019
11569,4,10,5,5,9/9/2019
11569,5,10,4,6,8/6/2019
11569,5,10,3,6,9/3/2019
4072,8,7,1,3,1/12/2019
4072,2,7,10,7,20/9/2019
4072,1,6,10,7,2/6/2019
4072,4,6,1,3,15/3/2019
301,1,2,10,3,19/12/2019
301,3,2,9,4,24/9/2019
301,3,1,10,6,2/6/2019
413,10,5,6,9,12/12/2019
24,3,7,2,3,7/12/2019
24,1,8,4,6,24/9/2019
24,1,6,3,3,9/6/2019
24,7,3,3,4,6/3/2019
3452,3,6,4,2,21/12/2019
3452,3,4,3,3,2/9/2019
3452,1,4,1,1,17/6/2019
12325,8,7,4,6,2/12/2019
12325,9,9,2,4,15/9/2019
295,5,7,7,4,28/12/2019
295,4,9,9,5,28/9/2019
295,3,7,6,6,8/6/2019
295,4,7,7,6,24/3/2019
11347,9,7,9,6,17/12/2019
11347,10,8,9,7,19/9/2019
5714,2,3,7,2,7/12/2019
5714,1,3,8,3,14/9/2019
5714,3,1,8,6,13/6/2019
5714,5,3,10,6,20/3/2019
10781,1,3,10,5,19/12/2019
10781,1,5,10,4,22/9/2019
10781,1,7,10,4,8/6/2019
10781,1,8,10,8,13/3/2019
11298,5,8,4,5,2/12/2019
11298,4,7,2,2,26/9/2019
11298,4,5,4,2,14/6/2019
5450,5,9,1,7,17/12/2019
5450,6,9,1,4,13/9/2019
5450,4,10,1,4,29/6/2019
5450,4,10,3,4,2/3/2019
10137,7,6,2,3,3/12/2019
10137,6,6,4,7,3/9/2019
10137,5,4,3,2,4/6/2019
10137,7,6,2,5,10/3/2019
8661,4,6,6,4,14/12/2019
5915,9,9,7,8,12/12/2019
5764,4,7,2,4,27/12/2019
5764,2,8,1,4,25/9/2019
5764,1,10,1,6,15/6/2019
5764,1,10,1,2,3/3/2019
7227,4,8,9,9,30/12/2019
3042,7,6,8,5,12/12/2019
3042,9,5,10,10,27/9/2019
3042,9,5,10,7,12/6/2019
3042,7,3,10,4,22/3/2019
10248,10,8,7,6,17/12/2019
10248,10,7,5,5,25/9/2019
11812,1,5,1,1,7/12/2019
11812,1,3,3,2,12/9/2019
11812,1,2,2,1,25/6/2019
11812,1,2,4,1,26/3/2019
5774,7,6,8,8,3/12/2019
5774,6,8,9,9,30/9/2019
5774,7,8,10,9,15/6/2019
5774,5,7,10,7,26/3/2019
10891,2,4,10,6,14/12/2019
10891,1,2,10,2,12/9/2019
10891,3,1,9,5,18/6/2019
10891,2,2,7,4,26/3/2019
824,6,3,9,6,29/12/2019
824,6,1,7,6,7/9/2019
824,6,2,6,5,2/6/2019
824,7,2,7,7,22/3/2019
12048,6,1,1,2,19/12/2019
12048,6,1,1,1,26/9/2019
12048,7,3,1,5,10/6/2019
12048,7,4,1,4,2/3/2019
8676,6,8,7,9,6/12/2019
8676,7,4,6,7,23/9/2019
8676,9,6,6,7,25/6/2019
8676,2,10,9,8,19/3/2019
7244,2,7,9,4,10/12/2019
7244,6,5,8,4,7/9/2019
7244,4,5,9,4,25/6/2019
7244,5,7,7,6,23/3/2019
910,8,7,10,9,22/12/2019
5296,10,8,6,9,27/12/2019
5296,10,8,8,6,13/9/2019
5296,9,7,9,8,20/6/2019
12173,3,9,10,8,6/12/2019
12173,4,10,8,6,29/9/2019
12173,2,8,8,7,29/6/2019
12173,8,6,9,7,20/3/2019
2516,4,1,6,2,28/12/2019
2516,2,3,7,2,24/9/2019
2516,3,1,8,6,12/6/2019
2516,9,9,10,9,11/3/2019
4624,4,3,3,2,1/12/2019
4624,3,3,3,5,26/9/2019
4624,3,2,2,2,2/6/2019
6095,4,10,4,4,18/12/2019
6095,5,9,5,7,12/9/2019
6095,7,10,4,7,18/6/2019
6095,8,8,4,8,26/3/2019
7980,8,8,10,10,9/12/2019
7980,10,10,10,9,8/9/2019
7980,8,10,9,8,4/6/2019
5809,9,6,9,9,15/12/2019
5809,8,8,8,7,3/9/2019
5809,10,9,6,7,4/6/2019
5809,10,7,5,9,29/3/2019
1823,4,6,9,8,29/12/2019
1823,6,10,5,6,6/9/2019
1823,5,10,5,4,3/6/2019
3738,7,7,7,9,15/12/2019
3738,7,9,5,8,16/9/2019
3738,5,10,5,7,1/6/2019
3738,3,10,5,4,19/3/2019
2981,4,10,7,9,16/12/2019
2981,2,9,6,5,14/9/2019
2981,4,8,5,5,2/6/2019
2981,6,10,5,9,16/3/2019
4667,6,3,8,5,10/12/2019
4667,6,3,6,4,1/9/2019
4667,6,1,7,4,8/6/2019
6572,7,4,8,7,6/12/2019
6572,5,2,6,4,9/9/2019
6572,3,2,8,2,11/6/2019
6572,5,2,6,3,16/3/2019
6317,5,8,10,9,9/12/2019
